2012/08/01, 14.562745175375113
2012/09/01, 11.038601084331077
2012/10/02, 14.176918033296289
2012/11/02, 8.189844602840765
2012/12/03, 10.763279878033728
2013/01/03, 10.591165264935995
2013/02/03, 11.861460941215313
2013/03/06, 10.160450502860868
2013/04/07, 9.035301151253606
2013/05/08, 12.510518338798192
2013/06/08, 16.248415708313644
2013/07/09, 11.52715070883994
2013/08/09, 8.55877937323038
2013/09/09, 8.647540691338804
2013/10/10, 8.418727039611724
2013/11/10, 8.70918339773226
2013/12/11, 8.788433051769857
2014/01/11, 8.62806429800986
2014/02/11, 8.429194772156904
2014/03/14, 8.394864488577383
2014/04/14, 8.594733563598197
2014/05/15, 8.633349936868228
2014/06/15, 9.121148778718208
2014/07/16, 9.00914600550638
2014/08/17, 8.575235531750963
2014/09/17, 8.375567068854565
2014/10/18, 7.4638884483949255
2014/11/18, 6.227304701482012
2014/12/19, 5.449826365317932
2015/01/19, 5.325620879380551
2015/02/19, 5.459509957204347
2015/03/22, 5.2286544884962325
2015/04/22, 5.889511876696872
2015/05/23, 6.5017989950558785
2015/06/23, 5.802389573587362
2015/07/24, 5.582829914473308
2015/08/24, 6.566931280848053
2015/09/24, 6.313193271028041
2015/10/25, 7.470815815820686
2015/11/25, 7.316159656046693
2015/12/26, 6.788972099515263
2016/01/27, 5.914808587948386
2016/02/27, 4.729084542303411
2016/03/29, 4.493937980690049
2016/04/29, 5.170773107910179
2016/05/30, 5.827696865269331
2016/06/30, 5.88566301633216
2016/07/31, 5.4837860511876215
2016/08/31, 5.5304755347533785
2012/07/03, 14.94661921708186
2016/10/01, 5.3380782918149805
